code,description,type,parent,is_billable,icd9_equiv
A67,Pinta [carate],cat 3,A65-A69,0,ND
A67.0,Lesioni primarie da pinta (+ possibile),cat 4,A67,1,103.0
A67.1,Lesioni intermedie da pinta (+ possibile),cat 4,A67,1,103.1
A67.2,Lesioni tardive da pinta (+ possibile),cat 4,A67,1,103.2
A67.3,Lesioni miste da pinta (+ possibile),cat 4,A67,1,103.3
A67.9,"Pinta, non specificata (+ possibile)",cat 4,A67,1,103.9
A68,Febbri ricorrenti,cat 3,A65-A69,0,ND
A68.0,Febbre ricorrente da pidocchi (+ possibile),cat 4,A68,1,087.0
A68.1,Febbre ricorrente da zecche (+ possibile),cat 4,A68,1,087.1
A68.9,"Febbre ricorrente, non specificata (+ possibile)",cat 4,A68,1,087.9
A69,Altre infezioni da spirochete,cat 3,A65-A69,0,ND
A69.0,Stomatite ulcerativa necrotizzante (+ possibile),cat 4,A69,1,528.1
A69.1,Altre infezioni di Vincent (+ possibile),cat 4,A69,1,101
A69.2,Malattia di Lyme (+ possibile),cat 4,A69,1,088.81
A69.8,Altre specificate infezioni spirochetiche (+ possibile),cat 4,A69,1,104.8
A69.9,"Infezione spirochetica, non specificata (+ possibile)",cat 4,A69,1,104.9
A70-A74,Altre malattie causate da Chlamydiae (+ possibile),block,I,0,ND
A70,Infezione da Chlamydia psittaci (+ possibile),cat 3,A70-A74,1,073.7
A71,Tracoma,cat 3,A70-A74,0,ND
A71.0,Stadio iniziale di tracoma (+ possibile),cat 4,A71,1,076.0
A71.1,Stadio attivo di tracoma (+ possibile),cat 4,A71,1,076.1
A71.9,"Tracoma, non specificato (+ possibile)",cat 4,A71,1,076.9
A74,Altre malattie da Chlamydiae,cat 3,A70-A74,0,ND
A74.0,Congiuntivite da Chlamydiae (+),cat 4,A74,1,077.98
A74.8,Altre malattie da Chlamydiae (+ possibile),cat 4,A74,1,078.88
A74.9,"Infezione da Chlamydiae, non specificata (+ possibile)",cat 4,A74,1,079.98
A75-A79,Rickettsiosi,block,I,0,ND
A75,Tifo esantematico,cat 3,A75-A79,0,ND
A75.0,Tifo esantematico da pidocchi da Rickettsia prowazekii (+ possibile),cat 4,A75,1,080
A75.1,Tifo ricorrente [malattia di Brill] (+ possibile),cat 4,A75,1,081.1
A75.2,Tifo esantematico da Rickettsia typhi (+ possibile),cat 4,A75,1,081.0
A75.3,Tifo esantematico da Rickettsia tsutsugamushi (+ possibile),cat 4,A75,1,081.2
A75.9,"Tifo esantematico, non specificato (+ possibile)",cat 4,A75,1,081.9
A77,Febbre maculosa [rickettsiosi da zecche],cat 3,A75-A79,0,ND
A77.0,Febbre maculosa da Rickettsia rickettsii (+ possibile),cat 4,A77,1,082.0
A77.1,Febbre maculosa da Rickettsia conorii (+ possibile),cat 4,A77,1,082.1
A77.2,Febbre maculosa da Rickettsia sibirica (+ possibile),cat 4,A77,1,082.2
A77.3,Febbre maculosa da Rickettsia australis (+ possibile),cat 4,A77,1,082.3
A77.8,Altre febbri maculose (+ possibile),cat 4,A77,1,082.8
A77.9,"Febbre maculosa, non specificata (+ possibile)",cat 4,A77,1,082.40
A78,Febbre Q (+ possibile),cat 3,A75-A79,1,083.0
A79,Altre rickettsiosi,cat 3,A75-A79,0,ND
A79.0,Febbre delle trincee (+ possibile),cat 4,A79,1,083.1
A79.1,Rickettsialpox da Rickettsia akari (+ possibile),cat 4,A79,1,083.2
A79.8,Altre specificate rickettsiosi (+ possibile),cat 4,A79,1,083.8
A79.9,"Rickettsiosi, non specificata (+ possibile)",cat 4,A79,1,083.9
A80-A89,Infezioni virali del sistema nervoso centrale,block,I,0,ND
A80,Poliomielite acuta,cat 3,A80-A89,0,ND
A80.0,"Poliomielite acuta paralitica, associata a vaccinazione (+ possibile)",cat 4,A80,1,045.10
A80.1,"Poliomielite acuta paralitica, da virus selvaggio, importato (+ possibile)",cat 4,A80,1,045.10
A80.2,"Poliomielite acuta paralitica, da virus selvaggio, indigeno (+ possibile)",cat 4,A80,1,045.10
A80.3,Altra e non specificata poliomielite acuta paralitica (+ possibile),cat 4,A80,1,045.10
A80.4,Poliomielite acuta non paralitica (+ possibile),cat 4,A80,1,045.20
A80.9,"Poliomielite acuta, non specificata (+ possibile)",cat 4,A80,1,045.90
A81,Infezioni del sistema nervoso centrale da virus non convenzionali,cat 3,A80-A89,0,ND
A81.0,Malattia di Creutzfeldt-Jakob (+ possibile),cat 4,A81,1,046.1
A81.1,Panencefalite subacuta sclerosante (+ possibile),cat 4,A81,1,046.2
A81.2,Leucoencefalopatia multifocale progressiva (+ possibile),cat 4,A81,1,046.3
A81.8,Altre infezioni del sistema nervoso centrale da virus non convenzionali (+ possibile),cat 4,A81,1,046.8
A81.9,"Infezione del sistema nervoso centrale da virus non convenzionale, non specificata (+ possibile)",cat 4,A81,1,046.9
A82,Rabbia,cat 3,A80-A89,0,ND
A82.0,Rabbia silvestre (+ possibile),cat 4,A82,1,071
A82.1,Rabbia urbana (+ possibile),cat 4,A82,1,071
A82.9,"Rabbia, non specificata (+ possibile)",cat 4,A82,1,071
A83,Encefalite virale da zanzare,cat 3,A80-A89,0,ND
A83.0,Encefalite giapponese (+ possibile),cat 4,A83,1,062.0
A83.1,Encefalite equina dell’ovest (+ possibile),cat 4,A83,1,062.1
A83.2,Encefalite equina dell’est (+ possibile),cat 4,A83,1,062.2
A83.3,Encefalite di St Louis (+ possibile),cat 4,A83,1,062.3
A83.4,Encefalite australiana (+ possibile),cat 4,A83,1,062.4
A83.5,Encefalite californiana (+ possibile),cat 4,A83,1,062.5
A83.6,Malattia da virus Rocio (+ possibile),cat 4,A83,1,062.8
A83.8,Altre encefaliti virali da zanzare (+ possibile),cat 4,A83,1,062.8
A83.9,"Encefalite virale da zanzare, non specificata (+ possibile)",cat 4,A83,1,062.9
A84,Encefalite virale da zecche,cat 3,A80-A89,0,ND
A84.0,Encefalite da zecche dell’estremo Oriente [encefalite russa estivo-primaverile] (+ possibile),cat 4,A84,1,063.0
A84.1,Encefalite da zecche centroeuropea (+ possibile),cat 4,A84,1,063.2
A84.8,Altre encefaliti virali da zecche (+ possibile),cat 4,A84,1,063.8
A84.9,"Encefalite virale da zecche, non specificata (+ possibile)",cat 4,A84,1,063.9
A85,"Altra encefalite virale, non classificata altrove",cat 3,A80-A89,0,ND
A85.0,Encefalite da enterovirus (+),cat 4,A85,1,323.01
A85.1,Encefalite da adenovirus (+),cat 4,A85,1,323.01
A85.2,"Encefalite virale da artropodi, non specificata (+ possibile)",cat 4,A85,1,064
A85.8,Altre encefaliti virali specificate (+ possibile),cat 4,A85,1,049.8
A86,"Encefalite virale, non specificata (+ possibile)",cat 3,A80-A89,1,049.9
A87,Meningite virale,cat 3,A80-A89,0,ND
A87.0,Meningite da enterovirus (+),cat 4,A87,1,047.8
A87.1,Meningite da adenovirus (+),cat 4,A87,1,049.1
A87.2,Coriomeningite linfocitaria (+ possibile),cat 4,A87,1,049.0
A87.8,Altre meningiti virali (+ possibile),cat 4,A87,1,047.8
A87.9,"Meningite virale, non specificata (+ possibile)",cat 4,A87,1,047.9
A88,"Altre infezioni virali del sistema nervoso centrale, non classificate altrove",cat 3,A80-A89,0,ND
A88.0,Febbre esantematica da enterovirus [esantema di Boston] (+ possibile),cat 4,A88,1,048
A88.1,Vertigine epidemica (+ possibile),cat 4,A88,1,078.81
A88.8,Altre infezioni virali del sistema nervoso centrale specificate (+ possibile),cat 4,A88,1,049.8
A89,"Infezione virale del sistema nervoso centrale, non specificata (+ possibile)",cat 3,A80-A89,1,049.9
A92-A99,Febbri virali da artropodi e febbri virali emorragiche,block,I,0,ND
A92,Altre febbri virali trasmesse da zanzare,cat 3,A92-A99,0,ND
A92.0,Malattia da virus Chikungunya (+ possibile),cat 4,A92,1,065.4
A92.1,Febbre O’nyong-nyong (+ possibile),cat 4,A92,1,066.3
A92.2,Febbre equina venezuelana (+ possibile),cat 4,A92,1,066.2
A92.3,Infezione da virus West Nile (+ possibile),cat 4,A92,1,066.40
A92.4,Febbre della Rift Valley [RVF] (+ possibile),cat 4,A92,1,066.3
A92.5,Malattia da virus Zika (+ possibile),cat 4,A92,1,066.3
A92.8,Altre febbri virali specificate trasmesse da zanzare (+ possibile),cat 4,A92,1,066.3
A92.9,"Febbre virale trasmessa da zanzare, non specificata (+ possibile)",cat 4,A92,1,066.3
A93,"Altre febbri virali trasmesse da artropodi, non classificate altrove",cat 3,A92-A99,0,ND
A93.0,Malattia da virus Oropouche (+ possibile),cat 4,A93,1,066.3
A93.1,Febbre da mosca della sabbia (+ possibile),cat 4,A93,1,066.0
A93.2,Febbre da zecche del Colorado (+ possibile),cat 4,A93,1,066.1
A93.8,Altre febbri virali specificate trasmesse da artropodi (+ possibile),cat 4,A93,1,066.8
A94,"Febbre virale trasmessa da artropodi, non specificata (+ possibile)",cat 3,A92-A99,1,066.9
A95,Febbre gialla,cat 3,A92-A99,0,ND
A95.0,Febbre gialla silvestre (+ possibile),cat 4,A95,1,060.0
A95.1,Febbre gialla urbana (+ possibile),cat 4,A95,1,060.1
A95.9,"Febbre gialla, non specificata (+ possibile)",cat 4,A95,1,060.9
A96,Febbre emorragica da arenavirus,cat 3,A92-A99,0,ND
A96.0,Febbre emorragica da virus Junin (+ possibile),cat 4,A96,1,078.7
A96.1,Febbre emorragica da virus Machupo (+ possibile),cat 4,A96,1,078.7
A96.2,Febbre di Lassa (+ possibile),cat 4,A96,1,078.7
A96.8,Altre febbri emorragiche da arenavirus (+ possibile),cat 4,A96,1,078.7
A96.9,"Febbre emorragica da arenavirus, non specificata (+ possibile)",cat 4,A96,1,078.7
A97,Dengue,cat 3,A92-A99,0,ND
A97.0,Dengue senza segni di allarme (+ possibile),cat 4,A97,1,061
A97.1,Dengue con segni di allarme (+ possibile),cat 4,A97,1,061
A97.2,Dengue severa (+ possibile),cat 4,A97,1,061
A97.9,"Dengue, non specificata (+ possibile)",cat 4,A97,1,061
A98,"Altre febbri emorragiche virali, non classificate altrove",cat 3,A92-A99,0,ND
A98.0,Febbre emorragica della Crimea e del Congo (+ possibile),cat 4,A98,1,065.0
A98.1,Febbre emorragica di Omsk (+ possibile),cat 4,A98,1,065.1
A98.2,Malattia della foresta di Kyasanur (+ possibile),cat 4,A98,1,065.2
A98.3,Malattia da virus Marburg (+ possibile),cat 4,A98,1,078.89
A98.4,Malattia da virus Ebola (+ possibile),cat 4,A98,1,078.89
A98.5,Febbre emorragica con sindrome renale (+ possibile),cat 4,A98,1,078.6
A98.8,Altre febbri emorragiche virali specificate (+ possibile),cat 4,A98,1,065.3
A99,"Febbre virale emorragica, non specificata (+ possibile)",cat 3,A92-A99,1,065.9
B00-B09,Infezioni virali caratterizzate da lesioni della cute e delle membrane mucose,block,I,0,ND
B00,Infezioni da herpes virus [herpes simplex],cat 3,B00-B09,0,ND
B00.0,Eczema erpetico (+ possibile),cat 4,B00,1,054.0
B00.1,Dermatite vescicolare erpetica (+ possibile),cat 4,B00,1,054.9
B00.2,Gengivostomatite e faringotonsillite erpetiche (+ possibile),cat 4,B00,1,054.2
B00.3,Meningite erpetica (+),cat 4,B00,1,054.72
B00.4,Encefalite erpetica (+),cat 4,B00,1,054.3
B00.5,Oftalmopatia erpetica (+ possibile),cat 4,B00,1,054.40
B00.7,Malattia erpetica disseminata (+ possibile),cat 4,B00,1,054.5
B00.8,Altre forme di infezione erpetica (+ possibile),cat 4,B00,1,054.8
B00.9,"Infezione erpetica, non specificata (+ possibile)",cat 4,B00,1,054.9
B01,Varicella,cat 3,B00-B09,0,ND
B01.0,Meningite varicellosa (+),cat 4,B01,1,052.7
B01.1,Encefalite varicellosa (+),cat 4,B01,1,052.0
B01.2,Polmonite varicellosa (+),cat 4,B01,1,052.1
B01.8,Varicella con altre complicanze (+ possibile),cat 4,B01,1,052.8
B01.9,Varicella senza complicanza (+ possibile),cat 4,B01,1,052.9
B02,Zoster [herpes zoster],cat 3,B00-B09,0,ND
B02.0,Encefalite da zoster (+),cat 4,B02,1,053.19
B02.1,Meningite da zoster (+),cat 4,B02,1,053.0
B02.2,Zoster con interessamento di altre aree del sistema nervoso centrale (+),cat 4,B02,1,053.10
B02.3,Oftalmopatia da zoster (+ possibile),cat 4,B02,1,053.29
B02.7,Zoster disseminato (+ possibile),cat 4,B02,1,053.8
B02.8,Zoster con altra complicanza (+ possibile),cat 4,B02,1,053.8
B02.9,Zoster senza complicanze (+ possibile),cat 4,B02,1,053.9
B03,Vaiolo (+ possibile),cat 3,B00-B09,1,050.9
B04,Vaiolo delle scimmie (+ possibile),cat 3,B00-B09,1,057.8
B05,Morbillo,cat 3,B00-B09,0,ND
B05.0,Morbillo complicato da encefalite (+),cat 4,B05,1,055.0
B05.1,Morbillo complicato da meningite (+),cat 4,B05,1,055.79
B05.2,Morbillo complicato da polmonite (+),cat 4,B05,1,055.1
B05.3,Morbillo complicato da otite media (+),cat 4,B05,1,055.2
B05.4,Morbillo con complicanze intestinali (+ possibile),cat 4,B05,1,055.79
B05.8,Morbillo con altre complicanze (+ possibile),cat 4,B05,1,055.8
B05.9,Morbillo senza complicanza (+ possibile),cat 4,B05,1,055.9
B06,Rosolia [Morbillo tedesco],cat 3,B00-B09,0,ND
B06.0,Rosolia con complicanze neurologiche (+),cat 4,B06,1,056.09
B06.8,Rosolia con altre complicanze (+ possibile),cat 4,B06,1,056.8
B06.9,Rosolia senza complicanza (+ possibile),cat 4,B06,1,056.9
B07,Verruche virali (+ possibile),cat 3,B00-B09,1,078.10
B08,"Altre infezioni virali caratterizzate da lesioni della cute e delle membrane mucose, non classificate altrove",cat 3,B00-B09,0,ND
B08.0,Altre infezioni da orthopoxvirus (+ possibile),cat 4,B08,0,ND
B08.00,Malattia similvaccinica (+ possibile),cat 5,B08.0,1,051.1
B08.01,Dermatite pustolosa contagiosa (+ possibile),cat 5,B08.0,1,051.2
B08.08,"Infezioni da orthopoxvirus, altro specificato (+ possibile)",cat 5,B08.0,1,051.0
B08.1,Mollusco contagioso (+ possibile),cat 4,B08,1,078.0
B08.2,Esantema critico [sesta malattia] (+ possibile),cat 4,B08,1,057.8
B08.3,Megaloeritema infettivo [quinta malattia] (+ possibile),cat 4,B08,1,057.0
B08.4,Stomatite vescicolare da enterovirus con esantema (+ possibile),cat 4,B08,1,074.3
B08.5,Faringite vescicolare da enterovirus (+ possibile),cat 4,B08,1,074.0
B08.8,Altre infezioni virali specificate caratterizzate da lesioni della cute e delle membrane mucose (+ possibile),cat 4,B08,1,078.4
B09,"Infezione virale non specificata, caratterizzata da lesioni della cute e delle membrane mucose (+ possibile)",cat 3,B00-B09,1,057.9
B15-B19,Epatite virale,block,I,0,ND
B15,Epatite acuta A,cat 3,B15-B19,0,ND
B15.0,Epatite A con coma epatico (+ possibile),cat 4,B15,1,070.0
B15.9,Epatite A senza coma epatico (+ possibile),cat 4,B15,1,070.1
B16,Epatite acuta B,cat 3,B15-B19,0,ND
B16.0,"Epatite acuta B con agente delta (coinfezione), con coma epatico (+ possibile)",cat 4,B16,1,070.21
B16.1,"Epatite acuta B con agente delta (coinfezione), senza coma epatico (+ possibile)",cat 4,B16,1,070.31
B16.2,"Epatite acuta B senza agente delta, con coma epatico (+ possibile)",cat 4,B16,1,070.20
B16.9,Epatite acuta B senza agente delta e senza coma epatico (+ possibile),cat 4,B16,1,070.30
B17,Altre epatiti virali acute,cat 3,B15-B19,0,ND
B17.0,(Super)infezione acuta delta in epatite cronica B (+ possibile),cat 4,B17,1,070.42
B17.1,Epatite acuta C (+ possibile),cat 4,B17,1,070.70
B17.2,Epatite acuta E (+ possibile),cat 4,B17,1,070.53
B17.8,Altre epatiti virali acute specificate (+ possibile),cat 4,B17,1,070.59
B17.9,"Epatite virale acuta, non specificata (+ possibile)",cat 4,B17,1,070.9
B18,Epatite virale cronica,cat 3,B15-B19,0,ND
B18.0,Epatite virale cronica B con agente delta (+ possibile),cat 4,B18,1,070.33
B18.1,Epatite virale cronica B senza agente delta (+ possibile),cat 4,B18,1,070.32
B18.2,Epatite virale cronica C (+ possibile),cat 4,B18,1,070.54
B18.8,Altre epatiti virali croniche (+ possibile),cat 4,B18,1,070.59
B18.9,"Epatite virale cronica, non specificata (+ possibile)",cat 4,B18,1,070.9
B19,"Epatite virale, non specificata",cat 3,B15-B19,0,ND
B19.0,"Epatite virale non specificata, con coma epatico (+ possibile)",cat 4,B19,1,070.6
B19.9,"Epatite virale non specificata, senza coma epatico (+ possibile)",cat 4,B19,1,070.9
B20-B24,Malattia da virus dell’immunodeficienza umana [HIV],block,I,0,ND
B20,Malattia da virus dell’immunodeficienza umana [HIV] che dà luogo a malattie infettive o parassitarie,cat 3,B20-B24,0,ND
B20.0,Malattia da HIV che dà luogo a infezione da micobatteri (+ possibile),cat 4,B20,1,042
B20.1,Malattia da HIV che dà luogo ad altre infezioni batteriche (+ possibile),cat 4,B20,1,042
B20.2,Malattia da HIV che dà luogo a malattia da citomegalovirus (+ possibile),cat 4,B20,1,042
B20.3,Malattia da HIV che dà luogo ad altre infezioni virali (+ possibile),cat 4,B20,1,042
B20.4,Malattia da HIV che dà luogo a candidosi (+ possibile),cat 4,B20,1,042
B20.5,Malattia da HIV che dà luogo ad altre micosi (+ possibile),cat 4,B20,1,042
B20.6,Malattia da HIV che dà luogo a polmonite da Pneumocystis jirovecii (+ possibile),cat 4,B20,1,042
B20.7,Malattia da HIV che dà luogo a infezioni multiple (+ possibile),cat 4,B20,1,042
B20.8,Malattia da HIV che dà luogo ad altre malattie infettive e parassitarie (+ possibile),cat 4,B20,1,042
B20.9,Malattia da HIV che dà luogo a malattia infettiva e parassitaria non specificata (+ possibile),cat 4,B20,1,042
B21,Malattia da virus dell’immunodeficienza umana [HIV] che dà luogo a tumori maligni,cat 3,B20-B24,0,ND
B21.0,Malattia da HIV che dà luogo a sarcoma di Kaposi (+ possibile),cat 4,B21,1,042
B21.1,Malattia da HIV che dà luogo a linfoma di Burkitt (+ possibile),cat 4,B21,1,042
B21.2,Malattia da HIV che dà luogo ad altri tipi di linfoma non-Hodgkin (+ possibile),cat 4,B21,1,042
B21.3,"Malattia da HIV che dà luogo ad altri tumori maligni del tessuto linfoide, emopoietico e dei tessuti correlati (+ possibile)",cat 4,B21,1,042
B21.7,Malattia da HIV che dà luogo a tumori maligni multipli (+ possibile),cat 4,B21,1,042
B21.8,Malattia da HIV che dà luogo ad altri tumori maligni (+ possibile),cat 4,B21,1,042
B21.9,Malattia da HIV che dà luogo a tumore maligno non specificato (+ possibile),cat 4,B21,1,042
B22,Malattia da virus dell’immunodeficienza umana [HIV] che dà luogo ad altre malattie specificate,cat 3,B20-B24,0,ND
B22.0,Malattia da HIV che dà luogo a encefalopatia (+ possibile),cat 4,B22,1,042
B22.1,Malattia da HIV che dà luogo a polmonite interstiziale linfoide (+ possibile),cat 4,B22,1,042
B22.2,Malattia da HIV che dà luogo a sindrome cachettica [wasting syndrome] (+ possibile),cat 4,B22,1,042
B22.7,Malattia da HIV che dà luogo a malattie multiple classificate altrove (+ possibile),cat 4,B22,1,042
B23,Malattia da virus dell’immunodeficienza umana [HIV] che dà luogo ad altre condizioni patologiche,cat 3,B20-B24,0,ND
B23.0,Sindrome da infezione acuta da HIV (+ possibile),cat 4,B23,1,042
B23.1,Malattia da HIV che dà luogo a linfadenopatia generalizzata (persistente) (+ possibile),cat 4,B23,1,042
B23.2,"Malattia da HIV che dà luogo ad anomalie ematologiche e immunologiche, non classificate altrove (+ possibile)",cat 4,B23,1,042
B23.8,Malattia da HIV che dà luogo ad altre condizioni patologiche specificate (+ possibile),cat 4,B23,1,042
B24,"Malattia da virus dell’immunodeficienza umana [HIV], non specificata (+ possibile)",cat 3,B20-B24,1,042
B25-B34,Altre malattie virali,block,I,0,ND
B25,Malattia da citomegalovirus,cat 3,B25-B34,0,ND
B25.0,Polmonite da citomegalovirus (+),cat 4,B25,1,484.1
B25.1,Epatite da citomegalovirus (+),cat 4,B25,1,078.5
B25.2,Pancreatite da citomegalovirus (+),cat 4,B25,1,078.5
B25.8,Altre malattie da citomegalovirus (+ possibile),cat 4,B25,1,078.5
B25.9,"Malattia da citomegalovirus, non specificata (+ possibile)",cat 4,B25,1,078.5
B26,Parotite epidemica,cat 3,B25-B34,0,ND
B26.0,Orchite parotitica (+),cat 4,B26,1,072.0
B26.1,Meningite parotitica (+),cat 4,B26,1,072.1
B26.2,Encefalite parotitica (+),cat 4,B26,1,072.2
B26.3,Pancreatite parotitica (+),cat 4,B26,1,072.3
B26.8,Parotite epidemica con altre complicanze (+ possibile),cat 4,B26,1,072.8
B26.9,Parotite epidemica senza complicanze (+ possibile),cat 4,B26,1,072.9
B27,Mononucleosi infettiva,cat 3,B25-B34,0,ND
B27.0,Mononucleosi gammaerpetica (+ possibile),cat 4,B27,1,075
B27.1,Mononucleosi da citomegalovirus (+ possibile),cat 4,B27,1,075
B27.8,Altra mononucleosi infettiva (+ possibile),cat 4,B27,1,075
B27.9,"Mononucleosi infettiva, non specificata (+ possibile)",cat 4,B27,1,075
B30,Congiuntivite virale,cat 3,B25-B34,0,ND
B30.0,Cheratocongiuntivite da adenovirus (+),cat 4,B30,1,077.1
B30.1,Congiuntivite da adenovirus (+),cat 4,B30,1,077.3
B30.2,Faringocongiuntivite virale (+ possibile),cat 4,B30,1,077.2
B30.3,Congiuntivite acuta emorragica epidemica (da enterovirus) (+),cat 4,B30,1,077.4
B30.8,Altre congiuntiviti virali (+),cat 4,B30,1,077.8
B30.9,"Congiuntivite virale, non specificata (+ possibile)",cat 4,B30,1,077.99
