code,description
58.4,Uretroplastiche
58.41,Sutura di lacerazione uretrale
58.42,Chiusura di uretrostomia
58.43,Chiusura di altra fistola uretrale
58.44,Anastomosi termino-terminale uretrale
58.45,Riparazione di ipospadia o epispadia
58.46,Altre ricostruzioni uretrali
58.47,Meatoplastica uretrale
58.49,Altra riparazione uretrale
58.5,Uretrotomia endoscopica
58.6,Dilatazione uretrale
58.9,Altra chirurgia uretrale
58.91,Incisione di tessuto periuretrale
58.92,Asportazione di tessuto periuretrale
58.93,Impianto di sfinteri artificiali urinari
58.99,Altri interventi sull’uretra e sul tessuto periuretrale
59,Altri interventi sull’apparato urinario
59.0,Interventi sul retroperitoneo
59.00,"Esplorazione retroperitoneo, SAI"
59.02,Altra lisi di aderenze perirenali o periureterali
59.03,Lisi laparoscopica di aderenze di tessuto perirenale o periureterale
59.09,Altra incisione di tessuto perirenale e periureterale
59.1,Interventi sul tessuto perivescicale
59.11,Altre lisi di aderenze perivescicali
59.12,Lisi laparoscopica di aderenze perivescicali
59.19,Altra incisione del tessuto perivescicale
59.2,Procedure diagnostiche sul tessuto perirenale e perivescicale
59.21,Biopsia del tessuto perirenale o perivescicale
59.29,"Altre procedure diagnostiche sul tessuto perirenale, perivescicale e sul retroperitoneo"
59.3,Colpoplastica (Kelly) per incontinenza urinaria
59.4,Sospensione uretrale sovrapubica con sling
59.5,Sospensione uretrale retropubica (Marshall)
59.6,Colposospensione parauretrale
59.7,Altri interventi per incontinenza da stress
59.71,Intervento sul muscolo elevatore per sospensione uretrovescicale
59.72,Impianto per iniezione nell’uretra e/o nel collo vescicale
59.79,Altra riparazione per incontinenza urinaria da stress
59.8,Cateterizzazione ureterale
59.9,Altri interventi sull’apparato urinario
59.91,Asportazione di tessuti perirenali o perivescicali
59.92,Altri interventi sul tessuto perirenale o perivescicale
59.93,"Riposizionamento chirurgico di drenaggio ureterostomico, pig-tail"
59.94,Riposizionamento chirurgico di drenaggio cistostomico
59.95,Litotrissia con ultrasuoni o elettroidraulica
59.99,Altri interventi sull’apparato urinario
60,Interventi sulla prostata e sulle vescicole seminali
60.0,Incisione della prostata
60.1,Procedure diagnostiche sulla prostata e vescicole seminali
60.11,Biopsia transperineale [percutanea] [agobiopsia] della prostata
60.12,Biopsia a cielo aperto della prostata
60.13,Biopsia [percutanea] delle vescicole seminali
60.14,Biopsia a cielo aperto delle vescicole seminali
60.15,Biopsia del tessuto periprostatico
60.18,Altre procedure diagnostiche sulla prostata e sul tessuto periprostatico
60.19,Altre procedure diagnostiche sulle vescicole seminali
60.2,Prostatectomia transuretrale
60.21,Prostatectomia transuretrale guidata (con ultrasuoni) mediante laser (TULIP)
60.29,Altra prostatectomia transuretrale
60.3,Adenomectomia transvescicale
60.4,Adenomectomia retropubica
60.5,Prostatectomia radicale
60.6,Altra prostatectomia
60.61,Asportazione di lesione prostatica
60.62,Prostatectomia perineale
60.69,Altra prostatectomia
60.7,Interventi sulle vescicole seminali
60.71,Aspirazione percutanea delle vescicole seminali
60.72,Incisione delle vescicole seminali
60.73,Asportazione delle vescicole seminali
60.79,Altri interventi sulle vescicole seminali
60.8,Incisione o escissione di tessuto periprostatico
60.81,Drenaggio di ascesso periprostatico
60.82,Asportazione di tessuto periprostatico
60.9,Altri interventi sulla prostata
60.91,Aspirazione percutanea della prostata
60.92,Iniezione (di farmaci) nella prostata
60.93,Riparazione della prostata
60.94,Controllo di emorragia prostatica postchirurgica
60.95,Dilatazione transuretrale mediante palloncino dell’uretra prostatica
60.96,Distruzione transuretrale di tessuto prostatico mediante termoterapia con microonde
60.97,Altra distruzione transuretrale di tessuto prostatico mediante altra termoterapia
60.99,Altri interventi sulla prostata
61,Interventi sullo scroto e sulla tunica vaginale
61.0,Incisione e drenaggio dello scroto e della tunica vaginale
61.1,Procedure diagnostiche sullo scroto e tunica vaginale
61.11,Biopsia dello scroto o della tunica vaginale
61.19,Altre procedure diagnostiche sullo scroto e sulla tunica vaginale
61.2,Asportazione di idrocele (della tunica vaginale)
61.3,Asportazione o demolizione di parte del tessuto scrotale
61.4,Riparazione dello scroto e della tunica vaginale
61.41,Sutura di lacerazione dello scroto e della tunica vaginale
61.42,Chiusura di fistola dello scroto
61.49,Altre riparazioni dello scroto e della tunica vaginale
61.9,Altri interventi sullo scroto e sulla tunica vaginale
61.91,Aspirazione percutanea della tunica vaginale
61.92,Asportazione di ematocele
61.99,Altri interventi sullo scroto e sulla tunica vaginale
62,Interventi sui testicoli
62.0,Incisione del testicolo
62.1,Procedure diagnostiche sui testicoli
62.11,Biopsia [percutanea] [agobiopsia] del testicolo
62.12,Biopsia a cielo aperto del testicolo
62.19,Altre procedure diagnostiche sui testicoli
62.2,Asportazione o demolizione di lesione testicolare
62.3,Orchiectomia monolaterale
62.4,Orchiectomia bilaterale
62.41,Orchiectomia bilaterale nello stesso intervento
62.42,Orchiectomia del testicolo residuo
62.5,Orchiopessi
62.6,Riparazione dei testicoli
62.61,Sutura di lacerazione del testicolo
62.69,Altra riparazione del testicolo
62.7,Inserzione di protesi testicolare
62.9,Altri interventi sul testicolo
62.91,Aspirazione del testicolo
62.92,Iniezione di sostanze terapeutiche nel testicolo
62.99,Altri interventi sul testicolo
63,"Interventi sul cordone spermatico, epididimo e sui dotti deferenti"
63.0,"Procedure diagnostiche sul cordone spermatico, sull’epididimo e sui dotti deferenti"
63.01,"Biopsia del cordone spermatico, dell’epididimo o dei dotti deferenti"
63.09,"Altre procedure diagnostiche sul cordone spermatico, sull’epididimo e sui dotti deferenti"
63.1,Asportazione di varicocele e idrocele del cordone spermatico
63.2,Asportazione di cisti dell’epididimo o spermatocele
63.3,Asportazione di altra lesione o tessuto del cordone spermatico ed epididimo
63.4,Epididimectomia
63.5,Riparazione del cordone spermatico e dell’epididimo
63.51,Sutura di lacerazione del cordone spermatico e dell’epididimo
63.52,Derotazione del funicolo e del testicolo
63.53,Trapianto del cordone spermatico
63.59,Altra riparazione del cordone spermatico e dell’epididimo
63.6,Vasotomia e vasostomia
63.7,Vasectomia e legatura dei vasi deferenti
63.70,"Intervento di sterilizzazione dell’uomo, SAI"
63.71,Legatura dei dotti deferenti per rottura o lacerazione
63.72,Legatura del cordone spermatico
63.73,Vasectomia
63.8,Riparazione dei dotti deferenti e dell’epididimo
63.81,Sutura di lacerazione dei dotti deferenti e dell’epididimo
63.82,Ricostruzione di deferenti chirurgicamente sezionati
63.83,Epididimodeferentoanastomosi
63.84,Rimozione di legatura dei dotti deferenti
63.85,Rimozione di valvola dai dotti deferenti
63.89,Altra riparazione dei dotti deferenti e dell’epididimo
63.9,"Altri interventi sul cordone spermatico, sull’epididimo e sui dotti deferenti"
63.91,Aspirazione di spermatocele
63.92,Epididimotomia
63.93,Incisione del cordone spermatico
63.94,Lisi del cordone spermatico e cremasterolisi
63.95,Inserimento di valvole nei dotti deferenti
63.99,"Altri interventi sul cordone spermatico, sull’epididimo e sui dotti deferenti"
64,Interventi sul pene
64.0,Circoncisione
64.1,Procedure diagnostiche sul pene
64.11,Biopsia del pene
64.19,Altre procedure diagnostiche sul pene
64.2,Asportazione o demolizione di lesione del pene
64.3,Amputazione del pene
64.4,Interventi di riparazione e di plastica del pene
64.41,Sutura di lacerazione del pene
64.42,Rilasciamento della corda penis
64.43,Costruzione del pene
64.44,Ricostruzione del pene
64.45,Reimpianto del pene
64.49,Altra riparazione del pene
64.5,Interventi per trasformazione di sesso non classificati altrove
64.9,Altri interventi sull’apparato genitale maschile
64.91,Plastiche di slittamento del prepuzio
64.92,Incisione del pene
64.93,Liberazione di sinechie peniene
64.94,Posizionamento di protesi peniena esterna
64.95,Inserzione o reinserimento di protesi peniena semi rigida
64.96,Rimozione di protesi peniena interna
64.97,Inserzione o sostituzione di protesi peniena gonfiabile
64.98,Altri interventi sul pene
64.99,Altri interventi sull’apparato genitale maschile
65,Interventi sull’ovaio
65.0,Ovariotomia
65.01,Ovariotomia laparoscopica
65.09,Altra ovariotomia
65.1,Procedure diagnostiche sull’ovaio
65.11,Biopsia aspirativa dell’ovaio
65.12,Altra biopsia dell’ovaio
65.13,Biopsia laparoscopica dell’ovaio
65.14,Altre procedure diagnostiche laparoscopiche sull’ovaio
65.19,Altre procedure diagnostiche sull’ovaio
65.2,Asportazione o demolizione locale di lesione o tessuto ovarico
65.21,Marsupializzazione di cisti ovarica
65.22,Resezione cuneiforme dell’ovaio
65.23,Marsupializzazione laparoscopica di cisti ovarica
65.24,Resezione cuneiforme laparoscopica di cisti ovarica
65.25,Altra asportazione laparoscopica locale o distruzione dell’ovaio
65.29,Altra asportazione o demolizione locale dell’ovaio
65.3,Ovariectomia monolaterale
65.31,Ovariectomia laparoscopica monolaterale
65.39,Altra ovariectomia monolaterale
65.4,Salpingo-ovariectomia monolaterale
65.41,Salpingo-ovariectomia laparoscopica monolaterale
65.49,Altra salpingo-ovariectomia monolaterale
65.5,Ovariectomia bilaterale
65.51,Rimozione di entrambe le ovaie nello stesso intervento
65.52,Rimozione dell’ovaio residuo
65.53,Rimozione laparoscopica di entrambe le ovaie nello stesso intervento
65.54,Rimozione laparoscopica dell’ovaio residuo
65.6,Salpingo-ovariectomia bilaterale
65.61,Altra rimozione di entrambe le ovaie e delle tube nello stesso intervento
65.62,Altra rimozione dell’ovaio e della tuba residua
65.63,Rimozione laparoscopica di entrambe le ovaie e delle tube nello stesso intervento
65.64,Rimozione laparoscopica dell’ovaio residuo e della tuba
65.7,Riparazione dell’ovaio
65.71,Sutura semplice dell’ovaio
65.72,Reimpianto di ovaio
65.73,Altra plastica salpingo-ovarica
65.74,Sutura semplice laparoscopica dell’ovaio
65.75,Reimpianto laparoscopico dell’ovaio
65.76,Plastica salpingo-ovarica laparoscopica
65.79,Altra riparazione dell’ovaio
65.8,Lisi di aderenze delle ovaie e delle tube
65.81,Lisi laparoscopica di aderenze delle ovaie e delle tube
65.89,Altra lisi di aderenze delle ovaie e delle tube
65.9,Altri interventi sull’ovaio
65.91,Aspirazione dell’ovaio
65.92,Trapianto di ovaio
65.93,Rottura manuale di cisti ovarica
65.94,Denervazione ovarica
65.95,Detorsione dell’ovaio
65.99,Altri interventi sull’ovaio (Asportazione di cisti ovarica con ricostruzione della gonade) (Asportazione di cisti infralegamentarie) (Asportazione di cisti del paraovario)
66,Interventi sulle tube di Falloppio
66.0,Salpingotomia e salpingostomia
66.01,Salpingotomia
66.02,Salpingostomia
66.1,Procedure diagnostiche sulle tube
66.11,Biopsia delle tube
66.19,Altre procedure diagnostiche sulle tube
66.2,Demolizione od occlusione endoscopica bilaterale delle tube
66.21,Legatura e clampaggio endoscopico bilaterale delle tube
66.22,Legatura e sezione endoscopica bilaterale delle tube
66.29,Altra demolizione od occlusione endoscopica bilaterale delle tube
66.3,Altra demolizione od occlusione bilaterale delle tube
66.31,Altra legatura e clampaggio bilaterale delle tube
66.32,Altra legatura e sezione bilaterale delle tube
66.39,Altra demolizione od occlusione bilaterale delle tube
66.4,Salpingectomia totale monolaterale
66.5,Salpingectomia totale bilaterale
66.51,Rimozione di entrambe le tube nello stesso intervento
66.52,Rimozione della tuba residua
66.6,Altra salpingectomia
66.61,Asportazione o demolizione di lesione delle tube
66.62,Salpingectomia con rimozione di gravidanza tubarica
66.63,"Salpingectomia parziale bilaterale, SAI"
66.69,Altra salpingectomia parziale
66.7,Riparazione delle tube
66.71,Sutura semplice delle tube
66.72,Salpingo-ovariostomia
66.73,Salpingo-salpingostomia
66.74,Salpingo-uterostomia
66.79,Altra riparazione delle tube
66.8,Insufflazione nelle tube
66.9,Altri interventi sulle tube
66.91,Aspirazione delle tube
66.92,Demolizione od occlusione monolaterale della tuba
66.93,Impianto o sostituzione di protesi della tuba
66.94,Rimozione di protesi della tuba
66.95,Insufflazione di sostanze terapeutiche nelle tube
66.96,Dilatazione delle tube
66.97,Innesto delle fimbrie nella parete uterina
66.99,Altri interventi sulle tube
67,Interventi sulla cervice uterina
67.0,Dilatazione del canale cervicale
67.1,Procedure diagnostiche sulla cervice
67.11,Biopsia endocervicale
67.12,Altra biopsia cervicale
67.19,Altre procedure diagnostiche sulla cervice
67.2,Conizzazione della cervice
67.3,Altra asportazione o demolizione di lesione o tessuto della cervice
67.31,Marsupializzazione di cisti cervicale
67.32,Demolizione di lesione della cervice mediante cauterizzazione
67.33,Demolizione di lesione della cervice mediante criochirurgia
67.39,Altra asportazione o demolizione di lesione o tessuto della cervice
67.4,Asportazione della cervice
67.5,Riparazione di ostio cervicale interno
67.51,Cerchiaggio transaddominale della cervice
67.59,Altra riparazione di ostio cervicale interno
67.6,Altra riparazione della cervice
67.61,Sutura di lacerazione della cervice
67.62,Riparazione di fistola della cervice
67.69,Altra riparazione della cervice
68,Altra incisione od asportazione dell’utero
68.0,Isterotomia
68.1,Procedure diagnostiche sull’utero e strutture di sostegno
68.11,Esplorazione digitale dell’utero
68.12,Isteroscopia
68.13,Biopsia a cielo aperto dell’utero
68.14,Biopsia a cielo aperto dei legamenti uterini
68.15,Biopsia dei legamenti uterini
68.16,Biopsia dell’utero
68.19,Altre procedure diagnostiche sull’utero e strutture di sostegno
68.2,Asportazione o demolizione di lesione o tessuto dell’utero
68.21,Divisione di sinechie endometriali
68.22,Incisione o asportazione di setto congenito dell’utero
68.23,Ablazione dell’endometrio
68.29,Altra asportazione o demolizione di lesione dell’utero
68.3,Isterectomia addominale subtotale
68.31,Isterectomia sopracervicale laparoscopica
68.39,Altra e non specificata isterectomia sopracervicale addominale subtotale
68.4,Isterectomia addominale totale
68.41,Isterectomia addominale totale laparoscopica
68.49,Altra e non specificata isterectomia addominale totale
68.5,Isterectomia vaginale
68.51,Isterectomia vaginale assistita laparoscopicamente (LAVH)
68.59,Altra e non specificata isterectomia vaginale
68.6,Isterectomia addominale radicale
68.61,Isterectomia addominale radicale laparoscopica
68.69,Altra e non specificata isterectomia addominale radicale
68.7,Isterectomia vaginale radicale
68.71,Isterectomia vaginale radicale laparoscopica
68.79,Altra e nonspecificata isterectomia vaginale radicale
68.8,Eviscerazione pelvica
68.9,Altra e non specificata isterectomia
69,Altri interventi sull’utero e sulle strutture di sostegno
69.0,Dilatazione e raschiamento dell’utero
69.01,Dilatazione o raschiamento per interruzione di gravidanza
69.02,Dilatazione e raschiamento a seguito di parto o aborto
69.09,Altra dilatazione o raschiamento dell’utero
69.1,Asportazione o demolizione di lesione o tessuto dell’utero e delle strutture di sostegno
69.19,Altra asportazione o demolizione dell’utero e delle strutture di sostegno
69.2,Riparazione delle strutture di sostegno dell’utero
69.21,Intervento di interposizione
69.22,Altra sospensione uterina
69.23,Riparazione vaginale di inversione cronica dell’utero
69.29,Altra riparazione dell’utero e delle strutture di sostegno
69.3,Denervazione uterina paracervicale
69.4,Riparazione uterina
69.41,Sutura di lacerazione dell’utero
69.42,Chiusura di fistola dell’utero
69.49,Altra riparazione dell’utero
69.5,Raschiamento dell’utero mediante aspirazione
69.51,Raschiamento dell’utero mediante aspirazione per interruzione di gravidanza
69.52,Raschiamento dell’utero mediante aspirazione a seguito di gravidanza o aborto
69.59,Altro raschiamento dell’utero mediante aspirazione
69.6,Procedura per provocare o regolare il flusso mestruale
69.7,Inserzione di dispositivo contraccettivo intrauterino (IUD)
69.9,"Altri interventi sull’utero, sulla cervice e sulle strutture di sostegno"
69.91,Inserzione di dispositivo terapeutico interno all’utero
69.92,Inseminazione artificiale
69.93,Inserzione di laminaria
69.94,Riposizionamento manuale di utero invertito
69.95,Incisione della cervice
69.96,Rimozione del materiale di cerchiaggio dalla cervice
69.97,Rimozione dalla cervice di corpo estraneo
69.98,Altri interventi sulle strutture di supporto dell’utero
69.99,Altri interventi sulla cervice e sull’utero
70,Interventi sulla vagina e sul cul-de-sac
70.0,Culdocentesi
70.1,Incisione della vagina e del cul-de-sac
70.11,Imenotomia
70.12,Culdotomia
70.13,Lisi di aderenze intraluminali della vagina
70.14,Altra vaginotomia
70.2,Procedure diagnostiche sulla vagina e sul cul-de-sac
70.21,Vaginoscopia
70.22,Culdoscopia
70.23,Biopsia del cul de sac
70.24,Biopsia vaginale
70.29,Altre procedure diagnostiche sulla vagina e sul cul de sac
70.3,Asportazione o demolizione locale della vagina e del cul-de-sac
70.31,Imenectomia
70.32,Asportazione o demolizione di lesione del cul de sac
70.33,Asportazione o demolizione di lesione della vagina
70.4,Obliterazione ed asportazione totale della vagina
70.5,Riparazione di cistocele e rettocele
70.50,Riparazione di cistocele e rettocele
70.51,Riparazione di cistocele
70.52,Riparazione di rettocele
70.6,Costruzione e ricostruzione della vagina
70.61,Costruzione della vagina
70.62,Ricostruzione della vagina
70.7,Altra riparazione della vagina
70.71,Sutura di lacerazione della vagina
70.72,Riparazione di fistola colon-vaginale
70.73,Riparazione di fistola rettovaginale
70.74,Riparazione di altra fistola vaginoenterica
70.75,Riparazione di altra fistola della vagina
70.76,Imenorrafia
70.77,Sospensione e fissazione della vagina
70.79,Altra riparazione della vagina
70.8,Obliterazione del fornice vaginale
70.9,Altri interventi sulla vagina e sul cul-de-sac
70.91,Altri interventi sulla vagina
70.92,Altri interventi sul cul-de-sac
71,Interventi sulla vulva e sul perineo
71.0,Incisione della vulva e del perineo
71.01,Lisi di aderenze vulvari
71.09,Altra incisione della vulva e del perineo
71.1,Procedure diagnostiche sulla vulva
71.11,Biopsia della vulva
71.19,Altre procedure diagnostiche sulla vulva
71.2,Interventi sulla ghiandola del Bartolino
71.21,Aspirazione percutanea di cisti nella ghiandola del Bartolino
71.22,Incisione di cisti della ghiandola del Bartolino
71.23,Marsupializzazione di cisti della ghiandola del Bartolino
71.24,Asportazione o altra demolizione di cisti della ghiandola del Bartolino
71.29,Altri interventi sulla ghiandola del Bartolino (cisti)
71.3,Altra asportazione o demolizione locale della vulva e del perineo
71.4,Interventi sul clitoride
71.5,Vulvectomia radicale
71.6,Altra vulvectomia
71.61,Vulvectomia monolaterale
71.62,Vulvectomia bilaterale
71.7,Riparazione della vulva e del perineo
71.71,Sutura di lacerazione della vulva o del perineo
71.72,Riparazione di fistola della vulva o del perineo
71.79,Altra riparazione della vulva e del perineo
71.8,Altri interventi sulla vulva
71.9,Altri interventi sull’apparato genitale femminile
72,"Parto con forcipe, ventosa e parto podalico"
72.0,Parto con forcipe basso
72.1,Parto con forcipe basso con episiotomia
72.2,Parto con forcipe medio
72.21,Parto con forcipe medio con episiotomia
72.29,Altro parto con forcipe medio
72.3,Parto con forcipe alto
72.31,Parto con forcipe alto con episiotomia
72.39,Altro parto con forcipe alto
72.4,Rotazione con forcipe della testa fetale
72.5,Estrazione podalica
72.51,Applicazione del forcipe su testa postica dopo parziale estrazione podalica
72.52,Altra estrazione podalica parziale
72.53,Applicazione del forcipe su testa postica dopo estrazione podalica totale
72.54,Altra estrazione podalica totale
72.6,Applicazione di forcipe su testa postica
72.7,Estrazione mediante ventosa
72.71,Estrazione mediante ventosa con episiotomia
72.79,Altra estrazione mediante ventosa
72.8,Altro parto strumentale specificato
72.9,Parto strumentale non specificato
73,Altri interventi di induzione o di assistenza al parto
73.0,Rottura artificiale delle membrane
73.01,Induzione del travaglio mediante rottura artificiale delle membrane
73.09,Altra rottura artificiale delle membrane
73.1,Altra induzione chirurgica del travaglio
73.2,Rivolgimento interno e combinato ed estrazione
73.21,Rivolgimento interno e combinato senza estrazione
73.22,Rivolgimento interno e combinato con estrazione
73.3,Tentativo non riuscito di applicazione del forcipe
73.4,Induzione medica del travaglio
73.5,Assistenza manuale al parto
73.51,Rotazione manuale della testa fetale
73.59,Altra assistenza manuale al parto
73.6,Episiotomia
73.8,Interventi sul feto per facilitare il parto
73.9,Altri interventi di assistenza al parto
73.91,Rivolgimento esterno
73.92,Riposizionamento di cordone ombelicale prolassato
73.93,Incisione della cervice per facilitare il parto
73.94,Pubiotomia per facilitare il parto
73.99,Altri interventi di assistenza al parto
74,Taglio cesareo ed estrazione del feto
74.0,Taglio cesareo tradizionale
74.1,Taglio cesareo cervicale basso
74.2,Taglio cesareo extraperitoneale
74.3,Rimozione di gravidanza ectopica extratubarica
74.4,Taglio cesareo specificato
74.9,Taglio cesareo SAI
74.91,Isterotomia per interruzione di gravidanza
74.99,Altro taglio cesareo di tipo non specificato
75,Altri interventi ostetrici
75.0,Iniezione intra-amniotica per interruzione di gravidanza
75.1,Amniocentesi diagnostica prelievo dei villi coriali
75.2,Trasfusione intrauterina
75.3,Altri interventi intrauterini sul feto e sull’amnios
75.31,Amnioscopia
75.32,ECG fetale (cuoio capelluto)
75.33,Prelievo di sangue fetale e biopsia
75.34,Altro monitoraggio fetale
75.35,Altre procedure diagnostiche sul feto e sull’amnios
75.36,Correzione di difetto fetale
75.37,Amnioinfusione
75.38,Ossimetria fetale
75.4,Rimozione manuale di placenta ritenuta
75.5,Riparazione di lacerazione ostetrica recente dell’utero
75.50,Riparazione di lacerazione ostetrica recente dell’utero SAI
75.51,Riparazione di lacerazione ostetrica recente della cervice
75.52,Riparazione di lacerazione ostetrica recente del corpo dell’utero
75.6,Riparazione di altra lacerazione ostetrica recente
75.61,Riparazione di lacerazione ostetrica recente della vescica e dell’uretra
75.62,Riparazione di lacerazione ostetrica recente del retto e sfintere anale
75.69,Riparazione di altra lacerazione ostetrica recente
75.7,"Esplorazione manuale della cavità uterina, postpartum"
75.8,Tamponamento ostetrico dell’utero o della vagina
75.9,Altri interventi ostetrici
75.91,Evacuazione di ematoma ostetrico del perineo
75.92,Evacuazione di altro ematoma della vulva o della vagina
75.93,Riduzione chirurgica di inversione uterina
75.94,Riduzione manuale di inversione uterina
75.99,Altri interventi ostetrici
76,Interventi sulle ossa e sulle articolazioni della faccia
76.0,Incisione delle ossa della faccia senza sezione
76.01,Sequestrectomia di osso facciale
76.09,Altra incisione di osso facciale
76.1,Procedure diagnostiche sulle ossa e articolazioni facciali
76.11,Biopsia delle ossa facciali
76.19,Altre procedure diagnostiche sulle ossa e articolazioni facciali
76.2,Asportazione o demolizione locale di lesione delle ossa facciali
76.3,Osteotomia parziale delle ossa della faccia
76.31,Mandibolectomia parziale
76.39,Osteotomia parziale di altre ossa della faccia
76.4,Asportazione e/o ricostruzione di ossa della faccia
76.41,Mandibolectomia totale con ricostruzione contemporanea
76.42,Altra mandibolectomia totale
76.43,Altra ricostruzione della mandibola
76.44,Osteotomia totale di altre ossa facciali con contemporanea ricostruzione
76.45,Altra osteotomia totale di altre ossa facciali
76.46,Altra ricostruzione di altre ossa facciali
76.5,Artroplastica temporomandibolare
76.6,Altra riparazione ossea della taccia e chirurgia ortognatica
76.61,Osteoplastica chiusa [osteotomia] del ramo ascendente della mandibola
76.62,Osteoplastica aperta [osteotomia] del ramo ascendente della mandibola
76.63,Osteoplastica [osteotomia] del corpo della mandibola
76.64,Altra chirurgia ortognatica della mandibola
76.65,Osteoplastica segmentaria [osteotomia] della mascella
76.66,Osteoplastica totale [osteotomia] della mascella
76.67,Genioplastica riduttiva
76.68,Allungamento plastico del mento
76.69,Altre riparazioni delle ossa della faccia
76.7,Riduzione di frattura facciale
76.70,"Riduzione di frattura della faccia, SAI"
76.71,Riduzione chiusa di frattura zigomatica e malare
76.72,Riduzione aperta di frattura zigomatica e malare
76.73,Riduzione chiusa di frattura mascellare
76.74,Riduzione aperta di frattura mascellare
76.75,Riduzione chiusa di frattura mandibolare
76.76,Riduzione aperta di frattura mandibolare
76.77,Riduzione aperta di frattura alveolare
76.78,Altra riduzione chiusa di frattura facciale
76.79,Altra riduzione aperta di frattura facciale
76.9,Altri interventi sulle ossa e articolazioni facciali
76.91,Innesto osseo su ossa facciali
76.92,Inserzione di protesi nelle ossa facciali
76.93,Riduzione chiusa di lussazione temporomandibolare
76.94,Riduzione aperta di lussazione temporomandibolare
76.95,Altra manipolazione di articolazione temporomandibolare
76.96,Iniezione di sostanza terapeutica nell’articolazione temporomandibolare
76.97,Rimozione di mezzi di fissazione interna dalle ossa facciali
76.99,Altri interventi sulle ossa e articolazioni facciali
77,"Incisione, asportazione e sezione di altre ossa"
77.0,Sequestrectomia
77.00,"Sequestrectomia, sede non specificata"
77.01,"Sequestrectomia della scapola, clavicola e torace (sterno e costole)"
77.02,Sequestrectomia dell’omero
77.03,Sequestrectomia del radio e dell’ulna
77.04,Sequestrectomia del carpo e delmetacarpo
77.05,Sequestrectomia del femore
77.06,Sequestrectomia della rotula
77.07,Sequestrectomia della tibia e fibula
77.08,Sequestrectomia del tarso e del metatarso
77.09,"Sequestrectomia di altre ossa, escluse quelle facciali"
77.1,"Altra incisione dell’osso, osteotomia"
77.10,"Altra incisione dell’osso senza sezione, sede non specificata"
77.11,"Altra incisione della scapola, clavicola e torace (coste, sterno) senza sezione"
77.12,Altra incisione dell’omero senza sezione
77.13,Altra incisione del radio e dell’ulna senza sezione
77.14,Altra incisione del carpo e metacarpo senza sezione
77.15,Altra incisione del femore senza sezione
77.16,Altra incisione della rotula senza sezione
77.17,Altra incisione di tibia e fibula senza sezione
77.18,Altra incisione di tarso e metatarso senza sezione
77.19,"Altra incisione di altre ossa, escluse quelle facciali senza sezione"
77.2,Resezione ossea cuneiforme
77.20,Resezione cuneiforme in sede non specificata
77.21,"Resezione cuneiforme della scapola, clavicola e torace (coste e sterno)"
77.22,Resezione cuneiforme dell’omero
77.23,Resezione cuneiforme del radio e dell’ulna
77.24,Resezione cuneiforme del carpo e del metacarpo
77.25,Resezione cuneiforme del femore
77.26,Resezione cuneiforme della rotula
77.27,Resezione cuneiforme della tibia e fibula
77.28,Resezione cuneiforme del tarso e metatarso
77.29,"Resezione cuneiforme di altre ossa, escluse quelle facciali"
77.3,Altra sezione dell’osso
77.30,"Altra sezione dell’osso, sede non specificata"
77.31,"Altra sezione della scapola, clavicola e torace (coste e sterno)"
77.32,Altra sezione dell’omero
77.33,Altra sezione del radio e dell’ulna
77.34,Altra sezione del carpo e metacarpo
77.35,Altra sezione del femore
77.36,Altra sezione della rotula
77.37,Altra sezione della tibia e fibula
77.38,Altra sezione del tarso e metatarso
77.39,"Altra sezione di altre ossa, escluse quelle facciali"
77.4,Biopsia dell’osso
77.40,"Biopsia dell’osso, sede non specificata"
77.41,"Biopsia della scapola, clavicola e torace (coste e sterno)"
77.42,Biopsia dell’omero
77.43,Biopsia del radio e dell’ulna
77.44,Biopsia del carpo e metacarpo
77.45,Biopsia del femore
77.46,Biopsia della rotula
77.47,Biopsia della tibia e fibula
77.48,Biopsia del tarso e metatarso
77.49,"Biopsia di altre ossa, ad eccezione di quelle facciali"
77.5,Asportazione di borsite e correzione di altre deformità delle dita
77.51,Asportazione di borsite con correzione dei tessuti molli ed osteotomia del primo metatarso
77.52,Asportazione di borsite con correzione dei tessuti molli ed artrodesi
77.53,Altra asportazione di borsite con correzione dei tessuti molli
77.54,Asportazione o correzione di borsite
77.56,Riparazione di dito a martello
77.57,Riparazione di dito ad artiglio
77.58,"Altra asportazione, fusione o riparazione di dita"
77.59,Altra asportazione di borsite
77.6,Asportazione locale di lesione o di tessuto osseo
77.60,"Asportazione locale di lesione o tessuto osseo, sede non specificata"
77.61,"Asportazione locale di lesione o tessuto della scapola, clavicola e torace (coste e sterno)"
77.62,Asportazione di lesione o tessuto dell’omero
77.63,Asportazione locale di lesione o tessuto di radio e ulna
77.64,Asportazione locale di lesione o tessuto di carpo e metacarpo
77.65,Asportazione locale di lesione o tessuto del femore
77.66,Asportazione locale di lesione o tessuto della rotula
77.67,Asportazione locale di lesione o tessuto di tibia e fibula
77.68,Asportazione locale di lesione o tessuto di tarso e metatarso
77.69,"Asportazione locale di lesione o tessuto di altre ossa, escluse quelle facciali"
77.7,Prelievo di osso per innesto
77.70,"Prelievo di osso per innesto, sede non specificata"
77.71,"Prelievo di osso della scapola, della clavicola e del torace per innesto (coste e sterno)"
77.72,Prelievo di osso dell’omero per innesto
77.73,Prelievo di osso del radio e dell’ulna per innesto
